Setting java path
Starting model check...
TLC2 Version 2.19 of 08 August 2024 (rev: 5a47802)
Running breadth-first search Model-Checking with fp 110 and seed -1230995419751527043 with 32 workers on 32 cores with 163840MB heap and 64MB offheap memory [pid: 1135700] (Linux 4.18.0-553.58.1.el8_10.x86_64 amd64, Red Hat, Inc. 21.0.7 x86_64, MSBDiskFPSet, DiskStateQueue).
Parsing file /scratch/stolla/models/tlc_large_T/gen_server_behaviour_simple.tla

Unrecoverable error:
 -- Illegal lexeme `§' found at
    line 60, column 3.

Parsing file /tmp/Naturals.tla
Parsing file /tmp/Sequences.tla
Parsing file /tmp/TLC.tla
Parsing file /tmp/FiniteSets.tla
Parsing file /tmp/Typecheck.tla
Parsing file /tmp/Timeouts.tla
Parsing file /scratch/stolla/models/tlc_large_T/ShiVizExt.tla
Parsing file /scratch/stolla/models/tlc_large_T/GenServerUtil.tla
Parsing file /tmp/Integers.tla
Parsing file /tmp/Json.tla
Parsing file /tmp/Toolbox.tla
Semantic processing of module Naturals
Semantic processing of module Sequences
Semantic processing of module FiniteSets
Semantic processing of module TLC
Semantic processing of module Integers
Semantic processing of module Typecheck
Semantic processing of module Timeouts
Semantic processing of module Json
Semantic processing of module GenServerUtil
Semantic processing of module Toolbox
Semantic processing of module ShiVizExt
Semantic processing of module gen_server_behaviour_simple
Starting... (2025-07-07 09:56:51)
Implied-temporal checking--satisfiability problem has 1 branches.
Computing initial states...
Finished computing initial states: 1 distinct state generated at 2025-07-07 09:56:51.
Progress(59) at 2025-07-07 11:55:09: 684,921,763 states generated (6,008,757 s/min), 211,853,433 distinct states found (1,837,609 ds/min), 22,695,365 states left on queue.
Progress(59) at 2025-07-07 11:56:09: 690,912,380 states generated (5,990,617 s/min), 213,692,807 distinct states found (1,839,374 ds/min), 22,872,396 states left on queue.
Progress(59) at 2025-07-07 11:57:29: 696,827,631 states generated (5,915,251 s/min), 215,499,927 distinct states found (1,807,120 ds/min), 23,044,871 states left on queue.
Progress(59) at 2025-07-07 11:58:29: 702,901,657 states generated (6,074,026 s/min), 217,377,087 distinct states found (1,877,160 ds/min), 23,226,647 states left on queue.
Progress(59) at 2025-07-07 11:59:29: 709,019,060 states generated (6,117,403 s/min), 219,310,089 distinct states found (1,933,002 ds/min), 23,444,225 states left on queue.
Progress(59) at 2025-07-07 12:00:29: 715,136,800 states generated (6,117,740 s/min), 221,188,378 distinct states found (1,878,289 ds/min), 23,629,189 states left on queue.
Progress(59) at 2025-07-07 12:01:29: 721,309,371 states generated (6,172,571 s/min), 223,116,375 distinct states found (1,927,997 ds/min), 23,851,351 states left on queue.
Progress(59) at 2025-07-07 12:02:29: 727,462,249 states generated (6,152,878 s/min), 224,992,891 distinct states found (1,876,516 ds/min), 24,037,869 states left on queue.
Progress(59) at 2025-07-07 12:03:29: 733,653,828 states generated (6,191,579 s/min), 226,919,521 distinct states found (1,926,630 ds/min), 24,252,833 states left on queue.
Progress(59) at 2025-07-07 12:04:29: 739,792,217 states generated (6,138,389 s/min), 228,865,517 distinct states found (1,945,996 ds/min), 24,483,569 states left on queue.
Progress(60) at 2025-07-07 12:05:29: 745,875,904 states generated (6,083,687 s/min), 230,702,931 distinct states found (1,837,414 ds/min), 24,657,884 states left on queue.
Progress(60) at 2025-07-07 12:06:33: 751,754,053 states generated (5,878,149 s/min), 232,534,537 distinct states found (1,831,606 ds/min), 24,870,490 states left on queue.
Progress(60) at 2025-07-07 12:07:33: 757,946,284 states generated (6,192,231 s/min), 234,441,164 distinct states found (1,906,627 ds/min), 25,085,453 states left on queue.
Progress(60) at 2025-07-07 12:08:33: 764,178,850 states generated (6,232,566 s/min), 236,313,526 distinct states found (1,872,362 ds/min), 25,302,971 states left on queue.
Progress(60) at 2025-07-07 12:09:33: 770,350,519 states generated (6,171,669 s/min), 238,166,910 distinct states found (1,853,384 ds/min), 25,480,995 states left on queue.
Progress(60) at 2025-07-07 12:10:33: 776,500,692 states generated (6,150,173 s/min), 239,996,424 distinct states found (1,829,514 ds/min), 25,639,763 states left on queue.
Progress(60) at 2025-07-07 12:11:33: 782,600,460 states generated (6,099,768 s/min), 241,802,912 distinct states found (1,806,488 ds/min), 25,790,203 states left on queue.
Progress(60) at 2025-07-07 12:12:33: 788,773,042 states generated (6,172,582 s/min), 243,654,149 distinct states found (1,851,237 ds/min), 25,957,397 states left on queue.
Progress(60) at 2025-07-07 12:13:33: 794,943,990 states generated (6,170,948 s/min), 245,567,590 distinct states found (1,913,441 ds/min), 26,183,508 states left on queue.
Progress(60) at 2025-07-07 12:14:33: 801,060,243 states generated (6,116,253 s/min), 247,386,439 distinct states found (1,818,849 ds/min), 26,347,660 states left on queue.
Progress(60) at 2025-07-07 12:15:33: 807,138,422 states generated (6,078,179 s/min), 249,241,435 distinct states found (1,854,996 ds/min), 26,557,520 states left on queue.
Progress(60) at 2025-07-07 12:16:33: 813,356,365 states generated (6,217,943 s/min), 251,112,120 distinct states found (1,870,685 ds/min), 26,745,816 states left on queue.
Progress(60) at 2025-07-07 12:17:33: 819,561,065 states generated (6,204,700 s/min), 252,973,791 distinct states found (1,861,671 ds/min), 26,946,602 states left on queue.
Progress(60) at 2025-07-07 12:18:33: 825,766,001 states generated (6,204,936 s/min), 254,886,224 distinct states found (1,912,433 ds/min), 27,178,220 states left on queue.
Progress(60) at 2025-07-07 12:19:33: 831,871,939 states generated (6,105,938 s/min), 256,749,852 distinct states found (1,863,628 ds/min), 27,374,542 states left on queue.
Progress(61) at 2025-07-07 12:20:33: 838,072,689 states generated (6,200,750 s/min), 258,561,030 distinct states found (1,811,178 ds/min), 27,520,522 states left on queue.
Progress(61) at 2025-07-07 12:21:33: 844,153,534 states generated (6,080,845 s/min), 260,374,852 distinct states found (1,813,822 ds/min), 27,639,150 states left on queue.
Progress(61) at 2025-07-07 12:22:33: 850,331,251 states generated (6,177,717 s/min), 262,198,777 distinct states found (1,823,925 ds/min), 27,760,047 states left on queue.
Progress(61) at 2025-07-07 12:23:33: 856,598,376 states generated (6,267,125 s/min), 264,023,534 distinct states found (1,824,757 ds/min), 27,920,161 states left on queue.
Progress(61) at 2025-07-07 12:24:34: 862,819,211 states generated (6,220,835 s/min), 265,819,645 distinct states found (1,796,111 ds/min), 28,004,074 states left on queue.
Progress(61) at 2025-07-07 12:25:34: 868,983,207 states generated (6,163,996 s/min), 267,556,085 distinct states found (1,736,440 ds/min), 28,046,223 states left on queue.
Progress(61) at 2025-07-07 12:26:34: 875,132,296 states generated (6,149,089 s/min), 269,291,319 distinct states found (1,735,234 ds/min), 28,081,532 states left on queue.
Progress(61) at 2025-07-07 12:27:34: 881,290,313 states generated (6,158,017 s/min), 271,035,518 distinct states found (1,744,199 ds/min), 28,118,245 states left on queue.
Progress(61) at 2025-07-07 12:28:34: 887,380,674 states generated (6,090,361 s/min), 272,831,251 distinct states found (1,795,733 ds/min), 28,228,307 states left on queue.
Progress(61) at 2025-07-07 12:29:34: 893,448,110 states generated (6,067,436 s/min), 274,597,217 distinct states found (1,765,966 ds/min), 28,319,129 states left on queue.
Progress(61) at 2025-07-07 12:30:34: 899,464,266 states generated (6,016,156 s/min), 276,326,129 distinct states found (1,728,912 ds/min), 28,403,318 states left on queue.
Progress(61) at 2025-07-07 12:31:34: 905,603,842 states generated (6,139,576 s/min), 278,141,532 distinct states found (1,815,403 ds/min), 28,557,891 states left on queue.
Progress(61) at 2025-07-07 12:32:34: 911,634,743 states generated (6,030,901 s/min), 279,863,461 distinct states found (1,721,929 ds/min), 28,619,331 states left on queue.
Progress(61) at 2025-07-07 12:33:35: 917,673,225 states generated (6,038,482 s/min), 281,613,189 distinct states found (1,749,728 ds/min), 28,740,214 states left on queue.
Progress(61) at 2025-07-07 12:34:35: 923,399,087 states generated (5,725,862 s/min), 283,295,141 distinct states found (1,681,952 ds/min), 28,870,392 states left on queue.
Progress(61) at 2025-07-07 12:35:35: 929,380,603 states generated (5,981,516 s/min), 285,088,088 distinct states found (1,792,947 ds/min), 29,015,582 states left on queue.
Progress(61) at 2025-07-07 12:36:35: 935,545,702 states generated (6,165,099 s/min), 286,810,547 distinct states found (1,722,459 ds/min), 29,050,339 states left on queue.
Progress(62) at 2025-07-07 12:37:35: 941,648,716 states generated (6,103,014 s/min), 288,592,272 distinct states found (1,781,725 ds/min), 29,106,656 states left on queue.
Progress(62) at 2025-07-07 12:38:35: 947,659,532 states generated (6,010,816 s/min), 290,332,519 distinct states found (1,740,247 ds/min), 29,122,091 states left on queue.
Progress(62) at 2025-07-07 12:39:35: 953,821,840 states generated (6,162,308 s/min), 292,139,337 distinct states found (1,806,818 ds/min), 29,209,444 states left on queue.
Progress(62) at 2025-07-07 12:40:35: 959,993,369 states generated (6,171,529 s/min), 293,871,673 distinct states found (1,732,336 ds/min), 29,255,209 states left on queue.
Progress(62) at 2025-07-07 12:41:35: 966,121,431 states generated (6,128,062 s/min), 295,588,371 distinct states found (1,716,698 ds/min), 29,242,941 states left on queue.
Progress(62) at 2025-07-07 12:42:36: 972,144,167 states generated (6,022,736 s/min), 297,271,670 distinct states found (1,683,299 ds/min), 29,191,392 states left on queue.
Progress(62) at 2025-07-07 12:43:36: 978,193,063 states generated (6,048,896 s/min), 298,950,569 distinct states found (1,678,899 ds/min), 29,138,661 states left on queue.
Progress(62) at 2025-07-07 12:44:36: 984,098,921 states generated (5,905,858 s/min), 300,615,736 distinct states found (1,665,167 ds/min), 29,114,160 states left on queue.
Progress(62) at 2025-07-07 12:45:36: 990,174,032 states generated (6,075,111 s/min), 302,385,171 distinct states found (1,769,435 ds/min), 29,162,194 states left on queue.
Progress(62) at 2025-07-07 12:46:36: 996,231,764 states generated (6,057,732 s/min), 304,115,494 distinct states found (1,730,323 ds/min), 29,160,962 states left on queue.
Progress(62) at 2025-07-07 12:47:36: 1,002,375,891 states generated (6,144,127 s/min), 305,866,387 distinct states found (1,750,893 ds/min), 29,194,326 states left on queue.
Progress(62) at 2025-07-07 12:48:36: 1,008,526,414 states generated (6,150,523 s/min), 307,646,700 distinct states found (1,780,313 ds/min), 29,269,952 states left on queue.
Progress(62) at 2025-07-07 12:49:36: 1,014,713,187 states generated (6,186,773 s/min), 309,369,888 distinct states found (1,723,188 ds/min), 29,247,130 states left on queue.
Progress(62) at 2025-07-07 12:50:36: 1,020,907,885 states generated (6,194,698 s/min), 311,159,528 distinct states found (1,789,640 ds/min), 29,312,678 states left on queue.
Progress(62) at 2025-07-07 12:51:36: 1,026,960,129 states generated (6,052,244 s/min), 312,924,931 distinct states found (1,765,403 ds/min), 29,382,250 states left on queue.
Progress(62) at 2025-07-07 12:52:36: 1,033,043,018 states generated (6,082,889 s/min), 314,707,415 distinct states found (1,782,484 ds/min), 29,456,979 states left on queue.
Progress(62) at 2025-07-07 12:53:36: 1,039,124,958 states generated (6,081,940 s/min), 316,373,135 distinct states found (1,665,720 ds/min), 29,397,417 states left on queue.
Progress(63) at 2025-07-07 12:54:36: 1,045,196,476 states generated (6,071,518 s/min), 318,225,975 distinct states found (1,852,840 ds/min), 29,530,402 states left on queue.
Progress(63) at 2025-07-07 12:55:36: 1,051,202,831 states generated (6,006,355 s/min), 320,022,518 distinct states found (1,796,543 ds/min), 29,616,924 states left on queue.
Progress(63) at 2025-07-07 12:56:36: 1,057,206,810 states generated (6,003,979 s/min), 321,841,746 distinct states found (1,819,228 ds/min), 29,760,735 states left on queue.
Progress(63) at 2025-07-07 12:57:47: 1,062,676,021 states generated (5,469,211 s/min), 323,403,279 distinct states found (1,561,533 ds/min), 29,831,747 states left on queue.
Progress(63) at 2025-07-07 12:58:47: 1,068,810,377 states generated (6,134,356 s/min), 325,206,215 distinct states found (1,802,936 ds/min), 29,885,121 states left on queue.
Progress(63) at 2025-07-07 12:59:47: 1,074,800,988 states generated (5,990,611 s/min), 326,920,092 distinct states found (1,713,877 ds/min), 29,893,511 states left on queue.
Progress(63) at 2025-07-07 13:00:47: 1,080,699,640 states generated (5,898,652 s/min), 328,624,139 distinct states found (1,704,047 ds/min), 29,918,215 states left on queue.
Progress(63) at 2025-07-07 13:01:47: 1,086,800,029 states generated (6,100,389 s/min), 330,405,383 distinct states found (1,781,244 ds/min), 29,951,406 states left on queue.
Progress(63) at 2025-07-07 13:02:47: 1,092,916,656 states generated (6,116,627 s/min), 332,254,462 distinct states found (1,849,079 ds/min), 30,060,839 states left on queue.
Progress(63) at 2025-07-07 13:03:47: 1,098,992,122 states generated (6,075,466 s/min), 334,063,933 distinct states found (1,809,471 ds/min), 30,146,219 states left on queue.
Progress(63) at 2025-07-07 13:04:47: 1,105,203,101 states generated (6,210,979 s/min), 335,877,556 distinct states found (1,813,623 ds/min), 30,223,561 states left on queue.
Progress(63) at 2025-07-07 13:05:47: 1,111,326,581 states generated (6,123,480 s/min), 337,700,920 distinct states found (1,823,364 ds/min), 30,349,610 states left on queue.
Progress(63) at 2025-07-07 13:06:47: 1,117,444,726 states generated (6,118,145 s/min), 339,491,897 distinct states found (1,790,977 ds/min), 30,405,047 states left on queue.
Progress(63) at 2025-07-07 13:07:47: 1,123,539,497 states generated (6,094,771 s/min), 341,279,247 distinct states found (1,787,350 ds/min), 30,495,199 states left on queue.
Progress(63) at 2025-07-07 13:08:47: 1,129,672,740 states generated (6,133,243 s/min), 343,112,441 distinct states found (1,833,194 ds/min), 30,619,917 states left on queue.
Progress(63) at 2025-07-07 13:09:47: 1,135,832,848 states generated (6,160,108 s/min), 344,985,637 distinct states found (1,873,196 ds/min), 30,774,046 states left on queue.
Progress(63) at 2025-07-07 13:10:47: 1,141,840,470 states generated (6,007,622 s/min), 346,725,181 distinct states found (1,739,544 ds/min), 30,813,037 states left on queue.
Progress(64) at 2025-07-07 13:11:47: 1,147,914,688 states generated (6,074,218 s/min), 348,574,150 distinct states found (1,848,969 ds/min), 30,985,905 states left on queue.
Progress(64) at 2025-07-07 13:12:47: 1,153,897,471 states generated (5,982,783 s/min), 350,421,560 distinct states found (1,847,410 ds/min), 31,184,658 states left on queue.
Progress(64) at 2025-07-07 13:13:47: 1,159,811,593 states generated (5,914,122 s/min), 352,251,458 distinct states found (1,829,898 ds/min), 31,394,615 states left on queue.
Progress(64) at 2025-07-07 13:14:47: 1,165,880,517 states generated (6,068,924 s/min), 354,061,273 distinct states found (1,809,815 ds/min), 31,588,278 states left on queue.
Progress(64) at 2025-07-07 13:15:47: 1,171,884,223 states generated (6,003,706 s/min), 355,877,100 distinct states found (1,815,827 ds/min), 31,761,869 states left on queue.
Progress(64) at 2025-07-07 13:16:47: 1,177,384,051 states generated (5,499,828 s/min), 357,504,088 distinct states found (1,626,988 ds/min), 31,890,887 states left on queue.
Progress(64) at 2025-07-07 13:17:47: 1,183,171,872 states generated (5,787,821 s/min), 359,236,568 distinct states found (1,732,480 ds/min), 32,020,048 states left on queue.
Progress(64) at 2025-07-07 13:18:47: 1,188,877,103 states generated (5,705,231 s/min), 360,921,447 distinct states found (1,684,879 ds/min), 32,135,801 states left on queue.
Progress(64) at 2025-07-07 13:19:47: 1,194,763,439 states generated (5,886,336 s/min), 362,684,061 distinct states found (1,762,614 ds/min), 32,281,452 states left on queue.
Progress(64) at 2025-07-07 13:20:47: 1,200,698,226 states generated (5,934,787 s/min), 364,513,359 distinct states found (1,829,298 ds/min), 32,478,381 states left on queue.
Progress(64) at 2025-07-07 13:21:47: 1,206,698,568 states generated (6,000,342 s/min), 366,356,787 distinct states found (1,843,428 ds/min), 32,683,593 states left on queue.
Progress(64) at 2025-07-07 13:22:47: 1,212,631,617 states generated (5,933,049 s/min), 368,114,188 distinct states found (1,757,401 ds/min), 32,822,166 states left on queue.
Progress(64) at 2025-07-07 13:23:47: 1,218,573,155 states generated (5,941,538 s/min), 369,935,930 distinct states found (1,821,742 ds/min), 33,022,634 states left on queue.
Progress(64) at 2025-07-07 13:24:47: 1,224,646,416 states generated (6,073,261 s/min), 371,795,010 distinct states found (1,859,080 ds/min), 33,237,315 states left on queue.
Progress(64) at 2025-07-07 13:25:47: 1,230,611,140 states generated (5,964,724 s/min), 373,560,802 distinct states found (1,765,792 ds/min), 33,372,236 states left on queue.
Progress(64) at 2025-07-07 13:26:47: 1,236,701,785 states generated (6,090,645 s/min), 375,435,531 distinct states found (1,874,729 ds/min), 33,585,135 states left on queue.
Progress(64) at 2025-07-07 13:27:47: 1,242,743,804 states generated (6,042,019 s/min), 377,291,971 distinct states found (1,856,440 ds/min), 33,794,219 states left on queue.
Progress(64) at 2025-07-07 13:28:47: 1,248,702,761 states generated (5,958,957 s/min), 379,145,201 distinct states found (1,853,230 ds/min), 34,020,194 states left on queue.
Progress(64) at 2025-07-07 13:29:47: 1,254,661,464 states generated (5,958,703 s/min), 380,912,025 distinct states found (1,766,824 ds/min), 34,161,582 states left on queue.
Progress(65) at 2025-07-07 13:30:47: 1,260,684,512 states generated (6,023,048 s/min), 382,717,935 distinct states found (1,805,910 ds/min), 34,354,812 states left on queue.
Progress(65) at 2025-07-07 13:31:47: 1,266,750,406 states generated (6,065,894 s/min), 384,550,385 distinct states found (1,832,450 ds/min), 34,561,620 states left on queue.
Progress(65) at 2025-07-07 13:32:47: 1,272,787,429 states generated (6,037,023 s/min), 386,336,614 distinct states found (1,786,229 ds/min), 34,737,036 states left on queue.
Progress(65) at 2025-07-07 13:33:47: 1,278,923,323 states generated (6,135,894 s/min), 388,198,294 distinct states found (1,861,680 ds/min), 34,969,188 states left on queue.
Progress(65) at 2025-07-07 13:34:47: 1,285,019,894 states generated (6,096,571 s/min), 389,988,335 distinct states found (1,790,041 ds/min), 35,169,019 states left on queue.
Progress(65) at 2025-07-07 13:35:47: 1,291,088,668 states generated (6,068,774 s/min), 391,772,405 distinct states found (1,784,070 ds/min), 35,339,261 states left on queue.
Progress(65) at 2025-07-07 13:36:47: 1,297,122,693 states generated (6,034,025 s/min), 393,496,398 distinct states found (1,723,993 ds/min), 35,459,828 states left on queue.
Progress(65) at 2025-07-07 13:37:47: 1,303,127,581 states generated (6,004,888 s/min), 395,233,668 distinct states found (1,737,270 ds/min), 35,599,493 states left on queue.
Progress(65) at 2025-07-07 13:38:47: 1,309,154,888 states generated (6,027,307 s/min), 396,948,621 distinct states found (1,714,953 ds/min), 35,713,716 states left on queue.
Progress(65) at 2025-07-07 13:39:47: 1,315,148,080 states generated (5,993,192 s/min), 398,683,237 distinct states found (1,734,616 ds/min), 35,853,819 states left on queue.
Progress(65) at 2025-07-07 13:40:47: 1,321,091,750 states generated (5,943,670 s/min), 400,470,343 distinct states found (1,787,106 ds/min), 36,053,175 states left on queue.
Progress(65) at 2025-07-07 13:41:47: 1,327,090,728 states generated (5,998,978 s/min), 402,277,815 distinct states found (1,807,472 ds/min), 36,260,993 states left on queue.
Progress(65) at 2025-07-07 13:42:47: 1,331,217,024 states generated (4,126,296 s/min), 403,443,709 distinct states found (1,165,894 ds/min), 36,335,402 states left on queue.
Progress(65) at 2025-07-07 13:43:47: 1,337,309,644 states generated (6,092,620 s/min), 405,251,266 distinct states found (1,807,557 ds/min), 36,526,387 states left on queue.
Progress(65) at 2025-07-07 13:44:48: 1,343,469,660 states generated (6,160,016 s/min), 407,099,004 distinct states found (1,847,738 ds/min), 36,732,895 states left on queue.
Progress(65) at 2025-07-07 13:45:48: 1,349,487,134 states generated (6,017,474 s/min), 408,894,133 distinct states found (1,795,129 ds/min), 36,936,552 states left on queue.
Progress(65) at 2025-07-07 13:46:48: 1,355,635,092 states generated (6,147,958 s/min), 410,657,548 distinct states found (1,763,415 ds/min), 37,072,280 states left on queue.
Progress(65) at 2025-07-07 13:47:48: 1,361,809,631 states generated (6,174,539 s/min), 412,525,171 distinct states found (1,867,623 ds/min), 37,296,942 states left on queue.
Progress(65) at 2025-07-07 13:48:48: 1,367,973,509 states generated (6,163,878 s/min), 414,378,940 distinct states found (1,853,769 ds/min), 37,500,697 states left on queue.
Progress(65) at 2025-07-07 13:49:48: 1,374,196,508 states generated (6,222,999 s/min), 416,288,311 distinct states found (1,909,371 ds/min), 37,757,000 states left on queue.
Progress(65) at 2025-07-07 13:50:48: 1,380,405,350 states generated (6,208,842 s/min), 418,103,794 distinct states found (1,815,483 ds/min), 37,911,076 states left on queue.
Progress(66) at 2025-07-07 13:51:48: 1,386,570,854 states generated (6,165,504 s/min), 419,838,484 distinct states found (1,734,690 ds/min), 38,021,478 states left on queue.
Progress(66) at 2025-07-07 13:52:48: 1,392,741,669 states generated (6,170,815 s/min), 421,638,997 distinct states found (1,800,513 ds/min), 38,137,802 states left on queue.
Progress(66) at 2025-07-07 13:53:48: 1,398,894,244 states generated (6,152,575 s/min), 423,385,004 distinct states found (1,746,007 ds/min), 38,215,234 states left on queue.
Progress(66) at 2025-07-07 13:54:48: 1,405,040,830 states generated (6,146,586 s/min), 425,136,407 distinct states found (1,751,403 ds/min), 38,297,414 states left on queue.
Progress(66) at 2025-07-07 13:55:48: 1,411,343,986 states generated (6,303,156 s/min), 426,972,498 distinct states found (1,836,091 ds/min), 38,453,213 states left on queue.
Progress(66) at 2025-07-07 13:56:48: 1,417,647,330 states generated (6,303,344 s/min), 428,761,744 distinct states found (1,789,246 ds/min), 38,582,511 states left on queue.
Progress(66) at 2025-07-07 13:58:13: 1,423,737,948 states generated (6,090,618 s/min), 430,468,551 distinct states found (1,706,807 ds/min), 38,652,793 states left on queue.
Progress(66) at 2025-07-07 13:59:13: 1,429,927,901 states generated (6,189,953 s/min), 432,142,247 distinct states found (1,673,696 ds/min), 38,655,699 states left on queue.
Progress(66) at 2025-07-07 14:00:13: 1,436,107,698 states generated (6,179,797 s/min), 433,839,985 distinct states found (1,697,738 ds/min), 38,686,284 states left on queue.
Progress(66) at 2025-07-07 14:01:13: 1,442,314,087 states generated (6,206,389 s/min), 435,508,572 distinct states found (1,668,587 ds/min), 38,681,229 states left on queue.
Progress(66) at 2025-07-07 14:02:13: 1,448,491,991 states generated (6,177,904 s/min), 437,200,140 distinct states found (1,691,568 ds/min), 38,706,301 states left on queue.
Progress(66) at 2025-07-07 14:03:13: 1,454,669,797 states generated (6,177,806 s/min), 438,984,189 distinct states found (1,784,049 ds/min), 38,819,175 states left on queue.
Progress(66) at 2025-07-07 14:04:13: 1,460,776,239 states generated (6,106,442 s/min), 440,747,791 distinct states found (1,763,602 ds/min), 38,920,971 states left on queue.
Progress(66) at 2025-07-07 14:05:13: 1,466,907,699 states generated (6,131,460 s/min), 442,410,300 distinct states found (1,662,509 ds/min), 38,933,284 states left on queue.
Progress(66) at 2025-07-07 14:06:13: 1,473,006,033 states generated (6,098,334 s/min), 444,142,505 distinct states found (1,732,205 ds/min), 39,021,744 states left on queue.
Progress(66) at 2025-07-07 14:07:13: 1,479,059,895 states generated (6,053,862 s/min), 445,890,515 distinct states found (1,748,010 ds/min), 39,149,583 states left on queue.
Progress(66) at 2025-07-07 14:08:13: 1,485,095,553 states generated (6,035,658 s/min), 447,639,937 distinct states found (1,749,422 ds/min), 39,278,966 states left on queue.
Progress(66) at 2025-07-07 14:09:13: 1,491,074,419 states generated (5,978,866 s/min), 449,272,803 distinct states found (1,632,866 ds/min), 39,294,128 states left on queue.
Progress(66) at 2025-07-07 14:10:13: 1,497,024,778 states generated (5,950,359 s/min), 450,949,716 distinct states found (1,676,913 ds/min), 39,375,381 states left on queue.
Progress(66) at 2025-07-07 14:11:13: 1,503,025,218 states generated (6,000,440 s/min), 452,732,653 distinct states found (1,782,937 ds/min), 39,550,168 states left on queue.
Progress(66) at 2025-07-07 14:12:13: 1,509,031,034 states generated (6,005,816 s/min), 454,449,771 distinct states found (1,717,118 ds/min), 39,639,633 states left on queue.
Progress(66) at 2025-07-07 14:13:13: 1,515,095,246 states generated (6,064,212 s/min), 456,251,228 distinct states found (1,801,457 ds/min), 39,801,777 states left on queue.
Progress(66) at 2025-07-07 14:14:13: 1,520,985,190 states generated (5,889,944 s/min), 457,880,384 distinct states found (1,629,156 ds/min), 39,823,617 states left on queue.
Progress(67) at 2025-07-07 14:15:13: 1,526,739,478 states generated (5,754,288 s/min), 459,429,866 distinct states found (1,549,482 ds/min), 39,826,465 states left on queue.
Progress(67) at 2025-07-07 14:16:13: 1,532,588,784 states generated (5,849,306 s/min), 461,109,442 distinct states found (1,679,576 ds/min), 39,868,072 states left on queue.
Progress(67) at 2025-07-07 14:17:13: 1,538,501,479 states generated (5,912,695 s/min), 462,790,406 distinct states found (1,680,964 ds/min), 39,887,899 states left on queue.
Progress(67) at 2025-07-07 14:18:13: 1,544,502,134 states generated (6,000,655 s/min), 464,477,416 distinct states found (1,687,010 ds/min), 39,883,770 states left on queue.
Progress(67) at 2025-07-07 14:19:13: 1,550,449,786 states generated (5,947,652 s/min), 466,192,681 distinct states found (1,715,265 ds/min), 39,938,971 states left on queue.
Progress(67) at 2025-07-07 14:20:13: 1,556,597,952 states generated (6,148,166 s/min), 467,908,084 distinct states found (1,715,403 ds/min), 40,017,997 states left on queue.
Progress(67) at 2025-07-07 14:21:13: 1,562,622,315 states generated (6,024,363 s/min), 469,572,467 distinct states found (1,664,383 ds/min), 40,013,547 states left on queue.
Progress(67) at 2025-07-07 14:22:13: 1,568,599,454 states generated (5,977,139 s/min), 471,217,495 distinct states found (1,645,028 ds/min), 39,990,196 states left on queue.
Progress(67) at 2025-07-07 14:23:13: 1,574,772,403 states generated (6,172,949 s/min), 472,866,912 distinct states found (1,649,417 ds/min), 39,923,538 states left on queue.
Progress(67) at 2025-07-07 14:24:13: 1,580,838,219 states generated (6,065,816 s/min), 474,513,866 distinct states found (1,646,954 ds/min), 39,869,681 states left on queue.
Progress(67) at 2025-07-07 14:25:13: 1,586,984,175 states generated (6,145,956 s/min), 476,151,168 distinct states found (1,637,302 ds/min), 39,805,725 states left on queue.
Progress(67) at 2025-07-07 14:26:13: 1,592,983,730 states generated (5,999,555 s/min), 477,812,659 distinct states found (1,661,491 ds/min), 39,780,378 states left on queue.
Progress(67) at 2025-07-07 14:27:13: 1,598,958,155 states generated (5,974,425 s/min), 479,525,961 distinct states found (1,713,302 ds/min), 39,817,894 states left on queue.
Progress(67) at 2025-07-07 14:28:13: 1,605,088,665 states generated (6,130,510 s/min), 481,267,427 distinct states found (1,741,466 ds/min), 39,850,764 states left on queue.
Progress(67) at 2025-07-07 14:29:13: 1,611,134,660 states generated (6,045,995 s/min), 482,884,627 distinct states found (1,617,200 ds/min), 39,792,397 states left on queue.
Progress(67) at 2025-07-07 14:30:13: 1,617,187,823 states generated (6,053,163 s/min), 484,614,830 distinct states found (1,730,203 ds/min), 39,842,217 states left on queue.
Progress(67) at 2025-07-07 14:31:13: 1,623,225,018 states generated (6,037,195 s/min), 486,313,956 distinct states found (1,699,126 ds/min), 39,876,417 states left on queue.
Progress(67) at 2025-07-07 14:32:13: 1,629,349,135 states generated (6,124,117 s/min), 488,066,765 distinct states found (1,752,809 ds/min), 39,929,681 states left on queue.
Progress(67) at 2025-07-07 14:33:13: 1,635,416,788 states generated (6,067,653 s/min), 489,685,661 distinct states found (1,618,896 ds/min), 39,864,795 states left on queue.
Progress(67) at 2025-07-07 14:34:13: 1,641,519,365 states generated (6,102,577 s/min), 491,434,034 distinct states found (1,748,373 ds/min), 39,914,781 states left on queue.
Progress(67) at 2025-07-07 14:35:13: 1,647,623,806 states generated (6,104,441 s/min), 493,212,651 distinct states found (1,778,617 ds/min), 40,004,378 states left on queue.
Progress(67) at 2025-07-07 14:36:13: 1,653,644,340 states generated (6,020,534 s/min), 494,927,930 distinct states found (1,715,279 ds/min), 40,035,311 states left on queue.
Progress(67) at 2025-07-07 14:37:13: 1,659,625,222 states generated (5,980,882 s/min), 496,662,918 distinct states found (1,734,988 ds/min), 40,094,652 states left on queue.
